,rel,query,author_name
36918,3,Computational Chemistry,Ricardo L. Mancera
4987,2,Artificial Intelligence,Stephen Roberts
150,2,Natural Language Processing,Tao Li
36671,5,Pattern Recognition,Chao Ma
35908,1,Pattern Recognition,Stefan Steidl
21997,4,Computer Graphics,David Wagner
28693,4,Bioinformatics,Philipp Bucher
31884,2,Computational Biology,Konrad Karczewski
36808,5,Pattern Recognition,Aline Sindel
30308,2,Network Security,Christian Rossow
22088,1,Software Engineering,Yuhui Shi
31551,2,Distributed Systems,Guglielmo Frigo
10791,5,Reinforcement Learning,Sourabh Vora
33441,2,Digital Signal Processing,Julian Seuffert
36901,1,Computational Chemistry,Henry S. Rzepa
19672,2,Scientific Computing,Ali Farhadi
5062,2,Artificial Intelligence,De-Shuang Huang
22170,4,Computer Vision,Shih-Fu Chang
37018,2,Autonomous Systems,Ivana Palunko
41042,5,Remote Sensing,Frank Canters
36943,1,Digital Forensics,Marcus Rogers
30761,4,Information Security,Yang Zhang
11594,2,Computer Vision,Jeffrey Ullman
28785,5,Bioinformatics,Yang Liao
31532,1,Distributed Systems,Stefan Wesner
37125,4,Autonomous Systems,Chao Chen
38684,1,Computer Aided Engineering,Carlos A. Donado Morcillo
28680,4,Bioinformatics,Nicholas J Loman
33910,4,Wireless Communications,Mohammed El-Absi
37032,2,Autonomous Systems,Hongmei He
35289,5,High-Performance Computing,Hangbo Zhou
38970,2,Health Informatics,Nicolette de Keizer
10718,5,Deep Learning,Adrian Weller
33473,2,Wireless Communications,Konstantin Mikhaylov
26248,3,Robotics,Miomir Vukobratovic
39230,1,Knowledge Discovery,Jefrey Lijffijt
26253,3,Robotics,Vikas Sindhwani
6620,2,Reinforcement Learning,Yan Liu
11225,4,Data Mining,Mohammad Hossein Elahimanesh
22201,4,Computer Graphics,Carlos A. Coello Coello
40932,3,Remote Sensing,Karen Anderson
34529,1,High-Performance Computing,Michael Sullivan
11611,2,Scientific Computing,David Patterson
26252,3,Robotics,Morgan Quigley
28694,4,Bioinformatics,Gerard Manning
38266,1,Complex Systems,Peter Benner
41044,2,Scientific Computing,David Wishart
41842,2,System Dynamics,Stefan Streif
23015,1,Cryptography,Michael Tunstall
39236,4,Machine Intelligence,Hongdong Li
25778,2,Robotics,Cyrill Stachniss
38836,1,Generative AI,Rahul Banerjee
42452,1,Virtualization Technology,Leo Piilonen
38737,1,Artificial Intelligence Ethics,Carina Prunkl
39087,5,Health Informatics,Ronald Cornet
38727,1,Artificial Intelligence Ethics,Aimee van Wynsberghe
22115,4,Scientific Computing,Adrian Perrig
40262,1,Remote Sensing,Philip Lewis
22218,5,Computer Graphics,Daniela Rus
32129,2,Computer Architecture,Pawel Czarnul
35447,4,Embedded Systems,Fabian Mager
11213,3,Data Mining,Mehrnoush Barani Shirzad
4842,1,Artificial Intelligence,Samir Bhatt
26264,3,Robotics,Kaspar Althoefer
39183,3,IT Governance,Fiorenza Belussi
23043,2,Cryptography,Abdelrahaman Aly
44821,1,Web Services,Nathan Binkert
22294,5,Computer Graphics,Oded Goldreich
8516,3,Machine Learning,Ross D. King
33762,2,Wireless Communications,Hirley Alves
32505,3,Operating Systems,Nikolay Osadchiy
23101,4,Cryptography,Kexin Hu
22416,3,Human-Computer Interaction,Birgit Lugrin
23031,1,Cryptography,Erik-Oliver Blass
5280,3,Machine Intelligence,Ziv Bar-Joseph
5057,2,Machine Intelligence,Luis M. Sarro
29983,1,Database Systems,Radha Krishna Murthy Karuturi
10773,5,Statistical Learning,Saurabh Kumar
26267,4,Robotics,António Pascoal
24175,2,Cloud Computing,Xunyun Liu
39147,1,IT Governance,Roberto Tognetti
26087,2,Robotics,Giulio Sandini
8514,3,Machine Learning,Sushmita Mitra
31702,5,Computer Graphics,Henning Schulzrinne
40937,3,Remote Sensing,Txomin Hermosilla
32513,4,Operating Systems,Warren Dickson
31903,3,Computational Biology,Brandon Gaut
8488,5,Artificial Intelligence,Alexander Junge
22441,4,Human-Computer Interaction,Oussama Metatla
25429,2,Network Security,Sangjin Lee
38384,5,Complex Systems,Davi R. Ortega
35441,4,Embedded Systems,Tjerk Bijlsma
34916,4,High-Performance Computing,Gihan R. Mudalige
38398,1,Computational Finance,Johannes Muhle-Karbe
29835,2,Software Engineering,Ali Javey
22303,1,Human-Computer Interaction,Alexander Maedche
22353,2,Human-Computer Interaction,Corina Sas
735,1,Reinforcement Learning,Ruslan Salakhutdinov
32098,1,Computer Architecture,Richard Coyne
39732,2,Performance Engineering,Sangwook Shane Hahn
37012,2,Autonomous Systems,Alexander Ferrein
31536,2,Distributed Systems,Tamas Kiss
35344,1,Embedded Systems,Oliver Bringmann
41891,5,System Dynamics,Zihao Wang
23466,3,Virtual Reality,Hochul Cho
37010,2,Autonomous Systems,Stefan Hrabar
28771,5,Bioinformatics,Jaap Heringa
22281,5,Computer Graphics,Gilles Brassard
40931,3,Remote Sensing,Martin Wegmann
8365,5,Artificial Intelligence,Benjamin Schrauwen
40250,1,Remote Sensing,Jiancheng Shi
10697,4,Deep Learning,Frans Coenen
33892,4,Wireless Communications,Evangelos Pikasis
22159,4,Computer Graphics,David Karger
23262,5,Cryptography,Michael Lyons
23468,3,Virtual Reality,Inayatullah Khan
41846,3,System Dynamics,Miguel Abreu
39280,3,Network Management,Anastasia Papadopoulou
8512,5,Machine Intelligence,Sami Haddadin
28686,4,Bioinformatics,Peter D. Karp
31583,3,Distributed Systems,Mingkai Dong
24094,1,Cloud Computing,Dinkar Sitaram
8659,3,Machine Learning,Ralf Schlüter
4983,2,Machine Intelligence,Salvador García
42313,4,System Integration,Torvald Mårtensson
24167,2,Mobile Computing,Abir Awad
22470,5,Human-Computer Interaction,Shadan Sadeghian
23423,1,Virtual Reality,Hannes Kaufmann
39085,5,Health Informatics,Kaija Saranto
35532,5,Embedded Systems,Marius H. Hennecke
21104,3,Computer Graphics,Scott Kirkpatrick
23495,4,Virtual Reality,Mirko Russo
38430,2,Computational Finance,Wan-Chien Chiu
41814,4,Statistical Learning,Dani Ben-Zvi
38498,3,Computational Finance,Elham Dastranj
40936,3,Remote Sensing,Gherardo Chirici
31945,1,Neural Networks,Irini Reljin
41955,1,System Integration,Farhang Pourboghrat
25463,2,Cybersecurity,Xun Yi
32477,2,Operating Systems,Oliver Wendt
145,2,Natural Language Processing,Injy Hamed
41927,5,System Dynamics,Kathryn Lund
36408,3,Pattern Recognition,Dime Vitanovski
36873,2,Ubiquitous Computing,Kennedy Opoku Asare
38368,4,Complex Systems,Ofer Feinerman
22514,2,Quantum Computing,Edwin Miles Stoudenmire
41859,4,System Dynamics,Pawan Goyal
23092,4,Cryptography,Rawane Issa
39178,2,IT Governance,Sergio Barile
45075,4,Web Services,Jiani Zhang
8813,4,Deep Learning,Angelo Cangelosi
41237,2,Software Testing,Xin Xia
39179,2,IT Governance,Tommaso Agasisti
37334,5,Autonomous Systems,Lounis Chermak
36893,2,Grid Computing,Mohammad Ali Fardbastani
23090,3,Cryptography,Yaser Sadra
39710,1,Performance Engineering,Anisha Kolasani
42922,2,Visual Analytics,Muhammad Awais Aslam
26304,5,Robotics,Pedro Martins
32120,2,Embedded Systems,Daniel Ziener
23089,3,Cryptography,Abhijit Ambekar
11507,1,Computer Vision,Francisco Herrera
31897,3,Computational Biology,Francesca Demichelis
38910,1,Evolutionary Computation,David Welch
31252,5,Network Security,Mads Frost
36932,5,Computational Chemistry,Bryn C. Taylor
31710,1,Game Development,Thomas Hainey
29052,3,Big Data Analytics,Qing Li
38395,1,Computational Finance,I-Chun Tsai
23514,3,Augmented Reality,Facundo Manes
32111,2,Computer Architecture,Marc Gonzalez Tallada
38172,5,Business Intelligence,Bharatendra Rai
4939,1,Statistical Learning,Menglong Zhu
36898,1,Computational Chemistry,Noel M. O'Boyle
26342,1,Bioinformatics,Erik Sonnhammer
8733,4,Machine Learning,Kevin Bryson
22423,4,Human-Computer Interaction,Christos Katsanos
31221,5,Information Security,Mohd Aizaini Maarof
23463,2,Virtual Reality,Muhammad Ayaz Shirazi
35433,4,Embedded Systems,Marcel Baunach
45021,2,Web Services,Serdar Tasiran
8765,3,Statistical Learning,Mehdi Mohammadi
8663,3,Machine Learning,Huiyu Zhou
36826,2,Green Computing,Mark Green
39233,2,Machine Intelligence,Janyce Wiebe
22133,2,Software Engineering,Barry Boehm
40939,3,Remote Sensing,Christophe Delacourt
46,1,Natural Language Processing,Cédrick Fairon
38894,1,Discrete Mathematics,Luca San Mauro
34633,3,High-Performance Computing,Daniel Hackenberg
31835,1,Computational Biology,Richard Simon
22341,2,Human-Computer Interaction,Harald Reiterer
41796,5,Software Testing,Christoph Treude
4861,1,Machine Intelligence,U Rajendra Acharya
4944,1,Robotics,Stefan Schaal
38154,4,Business Intelligence,Kyoung Jun Lee
42575,4,Virtualization Technology,Patrick Huber
36574,3,Pattern Recognition,Bikash Shaw
32029,5,Reinforcement Learning,Zheng-Hua Tan
37318,5,Autonomous Systems,Nuno Abreu
38784,1,Generative AI,Wenhan Xiong
32118,2,Computer Architecture,Diego R. Llanos
38869,1,Discrete Mathematics,Jens Vygen
31913,4,Computational Biology,Joseph Lehar
31280,1,Parallel Computing,Fabrizio Petrini
11216,3,Data Mining,Dan Harvey
31902,3,Computational Biology,David Gavaghan
36176,2,Pattern Recognition,Stefan Pletschacher
25714,1,Robotics,Kai Yu
23260,5,Cryptography,Nicolas Costes
24197,2,Cloud Computing,Sara Kardani Moghaddam
35533,4,Pattern Recognition,Marius H. Hennecke
8916,4,Deep Learning,Adrien Gaidon
23057,2,Cryptography,Chunxiang Gu
42460,1,Virtualization Technology,Warren K. Bickel
10829,5,Deep Learning,Soeren Sonnenburg
33431,1,Digital Signal Processing,Ali Djebbari
37110,4,Autonomous Systems,Gerard Canal
31502,1,Distributed Systems,Nils Aschenbruck
37362,2,Business Intelligence,Joshua Ignatius
29627,1,Software Engineering,Thomas Doherty
25446,2,Information Security,Sangjin Lee
31387,1,Parallel Computing,Yi-Chu Wang
41817,1,Supply Chain Management Systems,George G. Polak
32197,5,Computer Architecture,Mahmoud Parsian
35293,1,Embedded Systems,Wang Yi
22406,3,Human-Computer Interaction,Volker Paelke
32500,3,Operating Systems,Mehdi Zeraati
42436,2,User Interface Design,Kumiko Ui-Tei
25577,4,Network Security,Marco Casassa Mont
41795,5,Software Testing,Tibor Gyimothy
40943,3,Remote Sensing,Tiejun Wang
35435,4,Embedded Systems,Pedro M. Santos
39888,1,Quantitative Analysis,Martin Brunner
23710,2,Internet of Things,Hongxun Hui
31995,2,Neural Networks,Muhammad Usman Atif
19685,2,Scientific Computing,Antonio Torralba
26275,4,Robotics,Margarita Chli
42473,1,Virtualization Technology,Robert M. Jones
34919,4,High-Performance Computing,Rui Zhu
41087,1,Software Quality Assurance,Hamdy Mubarak
31673,1,Mobile Computing,Mabrook Al-Rakhami
45014,2,Web Services,Richard Giuli
4946,1,Reinforcement Learning,Stefan Schaal
4826,1,Deep Learning,Chris Williams
33475,2,Wireless Communications,Bin Zhang
22161,4,Computer Vision,Michael Franklin
26270,4,Robotics,Ryan M. Eustice
31892,3,Computational Biology,Mark Pagel
42918,2,Visual Analytics,Mehdi Safarpour
39935,4,Quantitative Analysis,Ioannis Andreadis
39134,1,IT Governance,Maryam Alavi
28672,3,Bioinformatics,Albin Sandelin
31899,3,Computational Biology,Martin Kuiper
26276,4,Robotics,Sethu Vijayakumar
42443,4,User Interface Design,Temitope Raphael Ayodele
37101,3,Autonomous Systems,Daniel Dugas
8789,4,Machine Learning,Maria Schuld
32055,1,Semantic Web,Ioanna Lytra
8522,3,Deep Learning,Moustapha Cisse
38243,5,Business Intelligence,Edward Williams
40989,4,Remote Sensing,Thomas Udelhoven
30324,3,Information Security,Andrew Clark
24195,2,Cloud Computing,Yehia Arafa
42289,2,System Integration,Khaled Saleh
32135,3,Computer Architecture,Sachhidh Kannan
38882,1,Discrete Mathematics,P. Katerinis
39197,4,IT Governance,Marika Arena
26337,1,Bioinformatics,Andrey Sivachenko
8500,3,Machine Learning,Alessandro Vullo
30358,3,Network Security,Sokratis K. Katsikas
38980,3,Health Informatics,Trupti Joshi
33770,2,Wireless Communications,Giuseppe Destino
35681,2,3D Printing,Boyuan Li
31395,2,Parallel Computing,Narendra Chaudhary
32134,3,Computer Architecture,Yolanda Becerra
7918,2,Reinforcement Learning,Richard Bowden
38642,4,Computational Finance,Hongfei Du
33440,2,Digital Signal Processing,Pratiti Paul
21985,4,Computer Graphics,Thorsten Joachims
23011,1,Cryptography,Joppe W. Bos
36847,1,Ubiquitous Computing,George Roussos
33414,5,Operating Systems,Behnam Momeni
4961,2,Machine Intelligence,Ronan Collobert
32078,1,Computer Architecture,Ce Liu
31821,1,Computational Biology,Leroy Hood
30081,5,Database Systems,Ahmed Rashed
8498,5,Artificial Intelligence,Alessandro Vullo
20599,3,Computer Graphics,Kai Li
34968,5,High-Performance Computing,Diem-Trinh Le
38397,1,Computational Finance,Finbarr Murphy
11490,1,Computer Graphics,Jure Leskovec
35411,3,Embedded Systems,Chen Ye
4897,1,Reinforcement Learning,Carl Edward Rasmussen
11345,1,Computer Vision,Jiawei Han
5350,4,Machine Intelligence,Nguyen-Thoi Trung
22160,5,Scientific Computing,David Karger
38916,1,Evolutionary Computation,Arman Bilge
39299,5,Network Management,Hemant Jain
29442,3,Big Data Analytics,Anna Woodard
36949,1,Digital Forensics,Fatih Ertam
38406,2,Computational Finance,Timothy Mathews
38815,1,Generative AI,Kuldeep Singh
29495,4,Big Data Analytics,Keng Siau
41100,1,Software Testing,Bertrand Meyer
22461,5,Human-Computer Interaction,Kiran Ijaz
5298,3,Machine Intelligence,Christian Ledig
29615,5,Big Data Analytics,David Broadhurst
23254,5,Cryptography,Aleksei Vambol
32948,5,Operating Systems,Ying Wang
31191,4,Information Security,Sven Bugiel
4908,1,Deep Learning,Yee Whye Teh
20427,3,Scientific Computing,Andrew McCallum
31918,5,Computational Biology,Charles Auffray
18,1,Natural Language Processing,Mikko Kurimo
4143,1,Statistical Learning,Wei Liu
31638,3,Mobile Computing,Tanmoy Sarkar
10811,5,Statistical Learning,Eun Yong Kang
20,1,Natural Language Processing,Goran Glavaš
25574,5,Information Security,George Loukas
23052,2,Cryptography,Łukasz Chmielewski
5370,2,Machine Learning,Awni Hannun
23878,1,Grid Computing,Haider Ali
7873,4,Machine Intelligence,Christian Blum
38335,2,Complex Systems,Peter Tino
24965,1,Edge Computing,Arindam Sikdar
42331,5,System Integration,Yu Jiang
38017,4,Business Intelligence,Yun Li
29993,1,Database Systems,Letizia Tanca
30332,2,Network Security,Nils Ole Tippenhauer
41837,1,System Dynamics,Hazhir Rahmandad
45112,5,Web Services,Rasool Fakoor
38404,1,Computational Finance,Laura Ballotta
39254,2,Mobile Application Development,Arief Rahman
32474,2,Operating Systems,Sandeep Goyal
39872,1,Quantitative Analysis,Thomas Hickler
36930,4,Computational Chemistry,Christian Tyrchan
32243,5,Computer Architecture,José M. Andión
31650,5,Distributed Systems,Hugo Firth
26257,3,Robotics,Domenico Prattichizzo
30020,3,Database Systems,Tyler B. Hughes
20348,2,Computer Vision,Stuart Russell
38383,5,Complex Systems,Stefan Kettemann
29865,3,Software Engineering,Jyh-Shing Roger Jang
4895,1,Machine Learning,Carl Edward Rasmussen
36607,4,Pattern Recognition,Daniel Stromer
38260,1,Complex Systems,Ernesto Estrada
24985,1,Network Security,Bhavani Thuraisingham
39064,4,Health Informatics,Kensaku Kawamoto
5374,2,Statistical Learning,Awni Hannun
765,1,Reinforcement Learning,Max Welling
41181,1,Software Testing,Arie van Deursen
33797,3,Wireless Communications,Jussi Haapola
35438,4,Embedded Systems,Edin Golubovic
11428,1,Computer Graphics,Stephen Boyd
4936,1,Machine Intelligence,Menglong Zhu
34911,4,High-Performance Computing,Yanyu Xu
25596,5,Cybersecurity,Meiko Jensen
39130,5,Information Security,Christopher Wolf
32244,1,Operating Systems,Juergen Branke
39226,1,Knowledge Discovery,Christos Tjortjis
38403,1,Computational Finance,Sara Biagini
33802,3,Wireless Communications,Milos Tesanovic
10846,1,Data Mining,Jiang Zhou
31266,1,Distributed Systems,Thomas Fahringer
41012,5,Remote Sensing,Lifu Zhang
38264,1,Complex Systems,Kai Sundmacher
38851,1,Data Structures,Christian Hütter
31677,1,Mobile Computing,Christer Åhlund
37019,2,Autonomous Systems,Michael Schreiber
23051,2,Cryptography,David Nuñez
31253,5,Network Security,Siti Norul Huda Sheikh Abdullah
23580,1,Internet of Things,Kaishun Wu
23595,1,Internet of Things,Luitzen de Boer
22553,4,Quantum Computing,Markus Weber
26320,1,Bioinformatics,Koichiro Tamura
37408,3,Business Intelligence,Han Lin Shang
8775,4,Deep Learning,Nils Reimers
34815,4,High-Performance Computing,Fang-Pang Lin
149,2,Natural Language Processing,Ali Basirat
10822,5,Deep Learning,Muhammad Suleman
11312,1,Computer Vision,Geoffrey Hinton
22163,4,Computer Graphics,Michael Franklin
736,1,Machine Intelligence,Ruslan Salakhutdinov
20402,2,Computer Graphics,Dan Boneh
8409,5,Machine Intelligence,Vikas Kumar
39870,1,Quantitative Analysis,John Barnard
25712,1,Robotics,Antonio Bicchi
40154,1,Remote Sensing,Frank Wentz
20350,2,Scientific Computing,Stuart Russell
33763,2,Wireless Communications,Muhammad Zeeshan Shakir
25779,2,Robotics,Paul Newman
23714,3,Internet of Things,Leonardo Bonati
8525,3,Machine Learning,Yang Song
726,1,Information Retrieval,Floor Sietsma
4888,1,Reinforcement Learning,Thore Graepel
37003,1,Autonomous Systems,Paolo Valigi
23921,5,Internet of Things,Sven Jung
36665,5,Pattern Recognition,Sabrina Reiml
36409,3,Pattern Recognition,Ting Zhang
24386,4,Cloud Computing,Duneesha Fernando
38733,1,Artificial Intelligence Ethics,Styliani Kleanthous
36817,1,Green Computing,Mark Green
31851,1,Computational Biology,Giovanni Ciriello
31634,5,Distributed Systems,Vilen Looga
24156,2,Mobile Computing,Zahra Abbasi
32195,5,Computer Architecture,Ali Azarpeyvand
41591,3,Software Testing,Aiguo Patrick Hu
11229,4,Data Mining,Antoine Ghorra
36613,4,Pattern Recognition,Zhaowen Li
28978,3,Big Data Analytics,Xiangnan He
39869,1,Program Analysis,Baljinder Ghotra
19657,2,Computer Vision,Leonidas Guibas
29859,3,Software Engineering,Erik Cambria
39198,4,IT Governance,Pietro De Giovanni
750,1,Reinforcement Learning,Sepp Hochreiter
41646,4,Software Testing,Ivica Crnkovic
21396,3,Computer Graphics,Liang Chen
4858,1,Statistical Learning,Tom Mitchell
21123,3,Computer Vision,Anders Krogh
31994,1,Neural Networks,Akram A. Garad
8077,5,Machine Intelligence,Peter Clark
31574,2,Distributed Systems,Achmad Imam Kistijantoro
8741,4,Machine Learning,Mehdi Mohammadi
23007,2,Cybersecurity,Elisabeth Oswald
32121,2,Computer Architecture,Bernardo Cunha
32496,2,Operating Systems,Farkhondeh Jabari
38381,5,Complex Systems,Alberto Petri
22260,5,Scientific Computing,Jennifer Rexford
35341,1,Embedded Systems,Bernhard Sick
41669,4,Software Testing,Luiz Fernando Capretz
521,1,Information Retrieval,Javier Parapar
35373,2,Embedded Systems,Peter Lee
5311,2,Machine Learning,Geoff Gordon
29630,1,Software Engineering,Kalyanmoy Deb
34089,1,High-Performance Computing,Hao Li
767,1,Statistical Learning,Max Welling
31939,5,Computational Biology,Jing-Dong J. Han
38725,1,Artificial Intelligence Ethics,John Tasioulas
36136,1,Pattern Recognition,Ujjwal Bhattacharya
4958,1,Reinforcement Learning,Ronan Collobert
22345,2,Human-Computer Interaction,Max Van Kleek
35396,3,Embedded Systems,Axel Schneider
34844,4,High-Performance Computing,Yi Su
22258,5,Computer Vision,Jennifer Rexford
11433,1,Computer Vision,Li Fei-Fei
23523,5,Augmented Reality,Andrew R. Barron
38350,3,Complex Systems,Alberto Castro
5058,2,Artificial Intelligence,Piotr Slomka
7885,2,Reinforcement Learning,Günter Klambauer
26299,5,Robotics,Raj Reddy
32940,4,Operating Systems,Ebin Cherian Mathew
10723,5,Reinforcement Learning,Paul Pu Liang
37421,3,Business Intelligence,Nikolaos Korfiatis
28002,2,Bioinformatics,Damian Szklarczyk
35096,5,High-Performance Computing,Ling Feng
26292,5,Robotics,Luc Jaulin
42899,1,Visual Analytics,Michel A. Westenberg
35290,1,Embedded Systems,YangQuan Chen
10703,4,Reinforcement Learning,Francesco Marcelloni
34807,3,High-Performance Computing,Farzam Farbiz
11573,2,Scientific Computing,David Lowe
38779,2,Artificial Intelligence Ethics,Benjamin Lange
41590,3,Software Testing,Wilhelm Hasselbring
37331,5,Autonomous Systems,Niklas Funk
31889,2,Computational Biology,Lee Rowen
22265,2,Software Engineering,Erkki Oja
8831,4,Machine Learning,Seungjin Choi
6205,2,Deep Learning,Yan Liu
39867,1,Program Analysis,Claudia Baranzelli
32263,1,Operating Systems,Guido Schryen
7949,4,Artificial Intelligence,Chao Tian
22285,5,Computer Graphics,Padhraic Smyth
35354,2,Embedded Systems,Abhranil Maiti
10708,4,Deep Learning,Peter Grünwald
21934,3,Computer Vision,Pavel Pevzner
7887,4,Machine Intelligence,Günter Klambauer
35530,5,Embedded Systems,Alexander von Bernuth
30082,1,Network Security,Sushil Jajodia
35032,5,High-Performance Computing,Zheng Qin
33895,4,Wireless Communications,Tachporn Sanguanpuak
39897,2,Quantitative Analysis,David Manley
39297,4,Network Management,Martin Kindschi
41587,3,Software Testing,Seref Sagiroglu
10725,5,Machine Learning,Saurabh Kumar
29623,5,Big Data Analytics,Anupama Reddy
22153,4,Scientific Computing,Pascal Fua
38827,1,Generative AI,Tsung-Lu Michael Lee
39891,1,Quantitative Analysis,Vijay Saraswat
33467,1,Wireless Communications,Boris Bellalta
32030,5,Reinforcement Learning,Damian Borth
42463,1,Virtualization Technology,Wenjing Lou
24984,1,Cybersecurity,Bhavani Thuraisingham
4843,1,Machine Learning,Samir Bhatt
38906,4,Enterprise Resource Planning,René Schmoll
29607,4,Big Data Analytics,Jianfei Cai
32004,5,Deep Learning,Mariusz Bojarski
31359,1,Parallel Computing,Weihua Zhang
32504,3,Operating Systems,Lorenzo Moriello
10824,5,Statistical Learning,Muhammad Suleman
11217,3,Data Mining,Kaveh Darabi
8869,4,Reinforcement Learning,Dmitry Ulyanov
8807,5,Robotics,Angelo Cangelosi
38930,1,Health Informatics,Daniel Stahl
35319,1,Embedded Systems,Christian Bettstetter
31201,4,Information Security,Danilo Gligoroski
42421,1,Text Analytics,Kevin Bretonnel Cohen
21982,4,Computer Vision,Thorsten Joachims
25561,5,Cybersecurity,Farrukh Aslam Khan
758,1,Statistical Learning,Sepp Hochreiter
22476,5,Human-Computer Interaction,Teresa Brell
41650,4,Software Testing,Stefan Wagner
39112,2,Information Security,Frank Stajano
25616,1,Robotics,Andrew Zisserman
5349,3,Artificial Intelligence,Nguyen-Thoi Trung
35439,4,Embedded Systems,Kai Geissdoerfer
8787,4,Reinforcement Learning,Djork-Arné Clevert
31816,3,Game Development,James Broderick
39220,5,IT Governance,Silvia Rita Sedita
42437,2,User Interface Design,Kamran Ghaedi
39780,4,Performance Engineering,Senthil Kumar Selvaraj
41039,5,Remote Sensing,Mike Schwank
44,1,Natural Language Processing,Lamia Hadrich Belguith
38153,4,Business Intelligence,Majid Azadi
32136,3,Computer Architecture,Angeles G. Navarro
31853,2,Computational Biology,Nikolaus Rajewsky
22121,4,Computer Graphics,Jim Hendler
7897,4,Artificial Intelligence,Tianrui Li
30352,3,Network Security,Bernd Finkbeiner
8834,4,Deep Learning,Seungjin Choi
30126,1,Network Security,Audun Jøsang
23071,3,Cryptography,Lauren De Meyer
38171,5,Business Intelligence,Steffen Bayer
33433,1,Digital Signal Processing,Xunda Wang
38840,1,Generative AI,Richa Mishra
25519,3,Information Security,Chang-Tsun Li
38348,3,Complex Systems,Andrea Puglisi
32138,3,Computer Architecture,Johan Karlsson
22209,5,Scientific Computing,Nassir Navab
516,1,Information Retrieval,Ian Ruthven
22499,2,Quantum Computing,Christopher Wilson
11431,1,Computer Graphics,Trevor Darrell
39182,3,IT Governance,Emanuela Prandelli
28671,3,Bioinformatics,Hidemi Watanabe
24387,4,Cloud Computing,Sara Moazzezi Eftekhar
23596,1,Internet of Things,Felix Wortmann
8786,4,Deep Learning,Djork-Arné Clevert
21124,1,Big Data Analytics,Anders Krogh
8737,3,Reinforcement Learning,Kevin Bryson
23424,1,Virtual Reality,Tina Iachini
27468,2,Bioinformatics,Daniel H. Huson
23602,2,Internet of Things,Marcus Barkowsky
10817,5,Reinforcement Learning,Aarti Singh
28775,5,Bioinformatics,Heiko A. Schmidt
39902,3,Quantitative Analysis,Jihye Kim
30039,3,Database Systems,Nima Kordzadeh
25603,5,Network Security,Elyes Ben Hamida
34075,5,Wireless Communications,Igor M. Guerreiro
30047,4,Database Systems,Muhammad Saqlain
39755,2,Performance Engineering,Jason Crop
25581,5,Cybersecurity,Marcel Winandy
31531,1,Distributed Systems,Pantelis A. Frangoudis
25587,5,Information Security,Marcel Winandy
41828,1,System Dynamics,Fabian Wirth
4834,1,Machine Intelligence,Chris Williams
24990,1,Cybersecurity,Ali Dehghantanha
22384,3,Human-Computer Interaction,Anne Roudaut
31894,3,Computational Biology,Walter Kolch
35687,2,3D Printing,Marta de Lasarte
41037,5,Remote Sensing,Josaphat Tetuko Sri Sumantyo
34528,1,High-Performance Computing,Michael W. Gee
4948,1,Statistical Learning,Stefan Schaal
24269,3,Cloud Computing,Tetsuo Furuichi
23085,3,Cryptography,Dusan Kostic
23078,3,Cryptography,Carl Löndahl
22418,3,Human-Computer Interaction,Matjaž Debevc
30004,2,Database Systems,Markus List
25496,3,Cybersecurity,Ersin Uzun
11030,2,Data Mining,Samuel Branders
45056,4,Web Services,Kemal Karakayali
36998,1,Autonomous Systems,Paul Oh
32498,3,Operating Systems,Chong Oh
37115,4,Autonomous Systems,Igor Rodriguez
32161,4,Computer Architecture,Eric Schneider
28690,4,Bioinformatics,Stefan Wyder
22936,5,Quantum Computing,Weichao Yu
22425,4,Human-Computer Interaction,Richard Picking
42916,2,Visual Analytics,Angelos Fylakis
38255,1,Complex Systems,James F. Moore
31409,1,Distributed Systems,Rob Davis
39310,1,Performance Engineering,Rhys Pullin
39275,2,Network Management,Christina Chaccour
39185,3,IT Governance,Niels Bjørn-Andersen
20435,3,Computer Vision,Kai Li
5227,2,Statistical Learning,De-Shuang Huang
508,4,Natural Language Processing,Thomas Huber
42424,1,Text Analytics,Tianlin Zhang
22145,4,Scientific Computing,Barry Boehm
4854,1,Reinforcement Learning,Tom Mitchell
45019,2,Web Services,Ippokratis Pandis
25478,2,Network Security,Jeff Yan
39105,1,Information Security,Marten van Dijk
39719,2,Performance Engineering,Shashank Shekhar
31820,5,Game Development,Forrest Z. Shooster
24943,1,Edge Computing,Frank A. Zdarsky
26283,5,Robotics,John M. Dolan
5338,5,Big Data Analytics,Leandro dos Santos Coelho
11207,3,Data Mining,Matthew Saltz
31402,2,Grid Computing,Jens Haussmann
11025,2,Data Mining,Enrico Fagiuoli
39123,4,Information Security,Andreas Mauthe
31901,3,Computational Biology,Ramu Chenna
28695,4,Bioinformatics,Ivo Pedruzzi
29972,1,Database Systems,Martin Schultz
36966,1,Autonomous Systems,Jan Peters
41816,1,Supply Chain Management Systems,Daniel Adomako Asamoah
33803,3,Wireless Communications,Bin Jiang
30019,2,Database Systems,Nahla Aljojo
25507,3,Cybersecurity,Allen C. Johnston
38878,1,Discrete Mathematics,Mohamed S. Ebeida
28949,1,Big Data Analytics,Vince D. Calhoun
35667,2,3D Printing,Lining Wang
39194,4,IT Governance,Fabio Nonino
31398,5,Computer Architecture,Xuan Truong Nguyen
25406,2,Cybersecurity,Helge Janicke
30021,3,Database Systems,Christoph Ruland
38331,2,Complex Systems,Mikhail Prokopenko
